ID,TIMESTAMP,L0013,L0002,L0005,L0008,ZD_P,FD_R,L0014,L0015,L0016,L0018,L0019,L0020,L0039,L0040,L0041,L0042,L0049,L0050,L0070,L0069,L0064,L0052,L0057,L0058,L0059,L0054,L0055,L0056,L0136,L0137,L0138,L0139,L0140,L0141,L0142,L0143,L0144,L0145,L0146,L0147
37653943,1655216411786 ,299.6238,0,154.9479,5.208333,4411.061584,160.156233,94.95,93.9,92.42,54.28,2.074291,2.074291,-324.0742,194.0972,-418.1133,191.2616,3105.18,9.910301,-3476.273,100.94,346.603,95.12442,142.175,93.04767,163.7037,41.38889,42.04861,42.36111,1.83449,1.174768,1.556712,55.12153,58.50694,57.15278,140.0604,160.1583,147.8727,2.251158,2.222222,2.268518
37653944,1655216413787 ,306.2789,0,155.5556,5.121528,4509.037966,160.677128,94.98,93.9,92.4,54.26,2.0034,2.0034,-331.5977,194.4444,-406.8291,191.2616,3095.775,10.51794,-3464.988,100.82,347.772,97.9456,140.8448,86.89999,172.9482,41.68403,41.00695,40.98958,1.83449,1.203704,1.556712,55.22569,58.97569,56.78819,145.1472,159.163,147.4317,2.222222,2.233796,2.291666
37653945,1655216415787 ,302.3727,0,155.1215,5.208333,4451.530889,160.329833,94.98,93.87,92.42,54.28,2.172671,2.172671,-331.5977,194.0972,-425.6367,191.2616,3097.656,7.769097,-3476.273,100.82,345.1418,93.75,138.4506,69.58609,170.8148,42.13541,40.46875,40.64236,1.805555,1.13426,1.574074,52.88194,60,56.54514,143.3422,158.4995,148.1667,2.233796,2.233796,2.274305
37653946,1655216417786 ,302.9514,0,155.3819,5.121528,4460.050511,160.503428,94.98,93.9,92.42,54.28,2.146629,2.146629,-342.8818,194.0972,-444.4443,190.9722,3082.61,8.405671,-3476.273,100.82,343.6806,94.76273,134.8591,92.54584,177.4519,43.00347,42.10069,41.05903,1.892362,1.221065,1.597222,52.17014,55.74653,55.67708,143.5063,157.3383,144.4919,2.268518,2.239584,2.274305
37653947,1655216419786 ,308.1597,0,153.9931,5.208333,4536.727103,159.201433,94.95,93.9,92.45,54.28,1.973018,1.973018,-320.3125,194.0972,-433.1602,190.9722,3099.537,10.37326,-3476.273,100.82,342.2193,95.77546,143.7711,94.30234,162.2815,42.34375,41.4757,41.35417,1.782408,1.163195,1.527778,54.87847,53.05556,55.48611,141.0449,160.4901,149.1956,2.216435,2.210648,2.268518
37653948,1655216421786 ,300.4919,0,155.2952,5.121528,4423.841752,160.416728,94.95,93.9,92.42,54.28,2.161097,2.161097,-350.4053,194.0972,-436.9209,190.9722,3097.656,8.738426,-3491.319,100.82,342.5116,96.13715,139.2487,80.87778,171.1704,42.11806,41.23264,41.14583,1.811342,1.163195,1.527778,54.72222,54.79166,56.875,142.8499,160.4901,150.8125,2.233796,2.216435,2.251158
37653949,1655216423786 ,315.2488,0,154.5139,5.208333,4641.092834,159.722233,94.98,93.9,92.42,54.28,2.175564,2.175564,-320.3125,194.4444,-418.1133,190.9722,3114.583,9.201388,-3483.796,100.82,343.6806,96.35416,142.441,86.52359,169.037,42.20486,41.57986,40.78125,1.846065,1.203704,1.579862,58.02083,56.54514,55.81597,141.8654,159.6607,147.1377,2.262732,2.262732,2.280092
37653950,1655216425786 ,306.5683,0,155.5556,5.121528,4513.298513,160.677128,94.98,93.9,92.42,54.28,2.269603,2.269603,-350.4053,194.0972,-414.3516,190.9722,3093.895,10.08391,-3476.273,100.82,343.6806,96.93288,137.5195,90.66391,169.037,43.00347,43.24653,41.9618,1.828704,1.168982,1.556712,52.89931,56.19791,56.26736,143.3422,160.4901,143.022,2.262732,2.239584,2.268518
37653951,1655216427785 ,301.9387,0,155.7292,5.121528,4445.141541,160.850728,94.98,93.9,92.42,54.28,2.032335,2.032335,-342.8818,194.0972,-399.3057,190.9722,3105.18,11.60301,-3476.273,100.82,343.6806,95.8478,147.4956,90.66391,158.6074,41.92708,40.72916,42.37847,1.875,1.180555,1.568288,52.17014,57.8125,57.11806,143.5063,159.163,146.9908,2.280092,2.239584,2.274305
37653952,1655216429786 ,304.1088,0,154.9479,5.121528,4477.089754,160.069428,94.95,93.9,92.45,54.28,2.117694,2.117694,-320.3125,194.4444,-399.3057,190.9722,3131.51,9.751158,-3491.319,100.82,342.2193,98.30729,144.4362,85.01804,170.8148,42.65625,41.82292,41.18056,1.788195,1.163195,1.52199,52.84722,56.09375,57.06597,142.8499,159.6607,148.6076,2.210648,2.204862,2.268518
37653953,1655216431786 ,304.5428,0,154.8611,5.121528,4483.479102,159.982628,94.98,93.9,92.42,54.28,2.146629,2.146629,-339.1211,194.0972,-418.1133,190.9722,3105.179,9.100116,-3483.796,100.82,342.2193,95.77546,139.7807,85.64539,171.0519,42.96875,41.5625,40.88542,1.857638,1.180555,1.60301,53.94097,60,55.20833,140.8808,161.3195,149.3426,2.222222,2.24537,2.274305
37653954,1655216433787 ,310.1852,0,154.6875,5.121528,4566.546514,159.809028,94.98,93.9,92.42,54.28,2.088759,2.088759,-320.3125,194.4444,-425.6367,190.9722,3118.345,9.866899,-3480.035,100.82,343.6806,95.48611,136.4554,89.53473,167.9704,42.88195,41.05903,41.68403,1.846065,1.226852,1.579862,53.94097,58.85417,54.94792,142.8499,159.9924,148.6076,2.274305,2.280092,2.291666
37653955,1655216435786 ,308.015,0,156.1632,5.208333,4534.59683,161.371533,94.98,93.9,92.45,54.28,2.126375,2.126375,-320.3125,194.0972,-399.3057,190.9722,3120.226,11.19792,-3480.035,100.82,346.3108,98.09028,140.8448,90.66391,148.5333,41.14583,41.92708,41.68403,1.846065,1.163195,1.516204,51.63194,59.61806,54.51389,144.1627,158.9971,149.1956,2.152778,2.175926,2.268518
37653956,1655216437786 ,298.3217,0,155.7292,5.121528,4391.892067,160.850728,94.95,93.9,92.45,54.31,2.285518,2.285518,-320.3125,194.0972,-395.5439,190.9722,3125.868,8.984375,-3483.796,100.82,347.772,96.64352,149.0918,74.22824,173.4222,42.11806,42.11806,41.07639,1.91551,1.203704,1.585648,50.71181,59.61806,55.74653,141.0449,158.4995,146.6967,2.268518,2.24537,2.291666
37653957,1655216439786 ,309.7512,0,155.3819,5.121528,4560.157166,160.503428,94.98,93.9,92.42,54.28,2.218967,2.218967,-331.5977,194.4444,-425.6367,190.9722,3112.702,9.910301,-3491.319,100.82,346.3108,96.49884,136.3223,91.2912,174.0148,43.94097,40.92014,41.18056,1.788195,1.13426,1.545138,53.64583,59.18403,55.5382,141.5372,157.5042,148.4607,2.204862,2.233796,2.280092
37653958,1655216441786 ,306.5683,0,154.0798,5.121528,4513.298513,159.201328,94.98,93.9,92.42,54.28,2.001953,2.001953,-342.8818,194.0972,-436.9209,190.9722,3105.18,8.854166,-3495.081,100.82,344.8495,95.2691,138.9826,89.40924,170.5778,42.48264,40.36459,41.68403,1.869212,1.180555,1.545138,55.81597,54.0625,55.13889,141.8654,159.8266,148.9016,2.262732,2.210648,2.268518
37653959,1655216443786 ,289.6412,0,155.3819,5.121528,4264.097746,160.503428,94.98,93.9,92.42,54.28,2.146629,2.146629,-324.0742,194.4444,-406.8291,190.6829,3144.676,11.9647,-3510.128,100.82,344.5573,97.07755,144.3032,88.90741,157.3037,41.57986,42.37847,41.5625,1.840278,1.174768,1.574074,50.78125,56.59722,56.40625,143.3422,159.163,147.5787,2.24537,2.210648,2.280092
37653960,1655216445786 ,308.7384,0,154.6007,5.121528,4545.246725,159.722228,94.98,93.9,92.45,54.28,2.36075,2.36075,-305.2666,194.0972,-425.6367,190.6829,3133.391,10.30093,-3502.604,100.82,343.9728,94.03935,140.8448,66.9514,171.4074,41.92708,41.78819,41.42361,1.83449,1.20949,1.585648,50.55556,56.09375,55.79861,143.9985,160.656,147.8727,2.274305,2.274305,2.280092
37653961,1655216447786 ,300.0579,0,155.1215,5.121528,4417.452404,160.243028,94.95,93.9,92.45,54.28,2.172671,2.172671,-324.0742,194.0972,-414.3516,190.6829,3122.106,9.577546,-3491.319,100.82,346.0185,95.12442,129.0065,89.40924,175.7926,43.29861,41.26736,40.97222,1.886574,1.180555,1.585648,53.14236,57.5,53.68055,144.1627,158.8313,147.1377,2.233796,2.222222,2.280092
37653962,1655216449786 ,305.4109,0,155.4688,5.121528,4496.25927,160.590328,94.98,93.9,92.42,54.28,2.016421,2.016421,-301.5039,194.0972,-399.3057,190.6829,3133.391,11.31366,-3483.796,100.82,347.772,96.35416,141.909,92.6713,162.637,42.98611,40.22569,42.60416,1.805555,1.174768,1.568288,53.80208,56.63194,56.19791,140.7167,157.1724,145.3738,2.216435,2.222222,2.268518
37653963,1655216451786 ,307.0023,0,155.9028,5.121528,4519.687861,161.024328,94.98,93.9,92.42,54.28,2.016421,2.016421,-305.2666,193.4028,-395.5439,190.6829,3152.199,9.360533,-3502.604,100.82,346.3108,96.93288,139.9137,88.40555,169.9852,41.68403,41.21528,40.97222,1.863426,1.19213,1.556712,49.84375,58.54166,55.64236,142.6858,159.6607,149.7835,2.262732,2.233796,2.274305
37653964,1655216453786 ,299.4792,0,154.6007,5.208333,4408.932782,159.809033,94.98,93.9,92.45,54.28,2.175564,2.175564,-324.0742,194.4444,-414.3516,190.9722,3122.106,8.608217,-3491.319,100.82,345.1418,95.92014,142.8401,67.5787,169.6296,42.25694,42.20486,41.9618,1.81713,1.203704,1.574074,50.64236,58.95833,55.13889,141.7013,160.4901,148.9016,2.262732,2.251158,2.274305
37653965,1655216455786 ,296.4409,0,154.8611,5.121528,4364.20293,159.982628,94.98,93.9,92.45,54.28,2.233435,2.233435,-339.1211,194.0972,-414.3516,190.9722,3122.106,8.203125,-3498.843,100.82,346.3108,96.20949,127.5433,89.40924,174.6074,43.29861,41.75347,41.23264,1.811342,1.168982,1.545138,52.46528,58.24653,56.18056,142.5217,159.9924,147.4317,2.210648,2.216435,2.262732
37653966,1655216457786 ,302.5174,0,155.3819,5.121528,4453.661163,160.503428,94.95,93.9,92.45,54.28,2.033782,2.033782,-331.5977,194.0972,-433.1602,190.9722,3112.702,9.968171,-3495.081,100.71,346.603,96.49884,142.9731,92.79675,162.2815,42.88195,41.44097,42.17014,1.840278,1.140046,1.527778,52.62153,54.58333,55.27778,143.6703,158.8313,146.6967,2.274305,2.216435,2.262732
37653967,1655216459786 ,297.1643,0,154.9479,5.121528,4374.852825,160.069428,94.98,93.9,92.42,54.28,2.299986,2.299986,-312.7891,194.0972,-436.9209,190.9722,3135.273,8.89757,-3510.128,100.71,349.2332,96.13715,143.7711,84.01434,173.1852,41.70139,42.74306,40.88542,1.83449,1.180555,1.550926,49.51389,52.7257,53.45486,142.8499,158.9971,147.5787,2.251158,2.239584,2.268518
37653968,1655216461785 ,300.4919,0,156.1632,5.208333,4423.841752,161.371533,94.98,93.9,92.42,54.28,2.117694,2.117694,-350.4053,194.0972,-429.3984,190.6829,3131.51,8.058449,-3521.412,100.82,350.6944,95.48611,141.1109,88.65646,168.563,41.75347,43.68056,41.44097,1.828704,1.163195,1.527778,52.32639,53.68055,54.94792,142.5217,159.8266,147.7257,2.216435,2.204862,2.262732
37653969,1655216463786 ,295.8622,0,154.5139,5.121528,4355.683308,159.635428,94.98,93.9,92.42,54.28,2.190032,2.190032,-350.4053,194.4444,-429.3984,190.6829,3112.703,9.201388,-3502.604,100.82,351.8634,94.03935,126.3462,85.01804,174.0148,42.44792,41.38889,41.52778,1.840278,1.197916,1.545138,51.97916,57.06597,55.72916,143.6703,160.9878,149.0486,2.216435,2.239584,2.268518
37653970,1655216465786 ,305.5555,0,155.9028,5.121528,4498.388071,161.024328,94.98,93.9,92.47,54.28,2.161097,2.161097,-320.3125,193.4028,-429.3984,190.6829,3139.033,11.19792,-3513.889,100.82,350.4022,97.00521,143.1061,94.42776,161.3333,41.51042,41.4757,42.48264,1.81713,1.15162,1.516204,50.59028,53.14236,55.39931,143.6703,160.4901,149.0486,2.216435,2.1875,2.268518
37653971,1655216467787 ,298.9005,0,154.6875,5.208333,4400.413161,159.895833,94.98,93.9,92.45,54.28,2.085865,2.085865,-301.5039,194.0972,-406.8291,190.1042,3163.484,8.622685,-3517.65,100.71,350.6944,96.13715,145.1013,80.25049,170.8148,42.43055,43.17709,41.16319,1.875,1.180555,1.550926,50.19097,60,55.50347,142.8499,158.3336,147.7257,2.268518,2.210648,2.274305
37653972,1655216469786 ,308.1597,0,155.4688,5.208333,4536.727103,160.677133,94.98,93.9,92.42,54.28,2.094546,2.094546,-316.5508,193.4028,-425.6367,190.1042,3139.034,8.839699,-3510.128,100.71,350.6944,95.48611,136.4554,87.15091,169.7482,42.55208,41.64931,41.42361,1.81713,1.163195,1.550926,52.25695,59.14931,56.14583,142.5217,158.9971,147.8727,2.222222,2.233796,2.280092
37653973,1655216471785 ,294.5602,0,155.9896,5.208333,4336.515264,161.197933,94.98,93.9,92.42,54.26,2.117694,2.117694,-357.9277,193.4028,-463.2529,190.1042,3118.344,7.581018,-3528.935,100.71,350.6944,95.19676,145.2343,90.03656,170.9333,42.36111,41.84028,42.01389,1.828704,1.122685,1.52199,52.79514,60,56.33681,141.5372,160.9878,149.1956,2.239584,2.233796,2.262732
37653974,1655216473786 ,311.3426,0,154.6875,5.121528,4583.585757,159.809028,94.98,93.9,92.45,54.28,2.088759,2.088759,-320.3125,194.0972,-463.2529,190.1042,3127.748,10.3588,-3528.935,100.82,349.2332,97.29456,142.574,90.16202,162.163,41.70139,40.71181,41.52778,1.828704,1.19213,1.556712,50.81597,58.87153,54.53125,141.209,160.1583,148.4607,2.24537,2.24537,2.262732
37653975,1655216475786 ,305.9896,0,154.9479,5.121528,4504.778891,160.069428,94.98,93.9,92.45,54.31,2.146629,2.146629,-335.3584,193.4028,-429.3984,190.1042,3165.365,6.799768,-3547.743,100.82,347.772,95.8478,141.7759,80.25049,168.4445,41.82292,42.37847,41.35417,1.811342,1.15162,1.516204,50.8507,58.75,55.76389,143.3422,160.4901,147.5787,2.193288,2.216435,2.262732
37653976,1655216477786 ,297.5984,0,154.5139,5.121528,4381.243645,159.635428,94.98,93.92,92.45,54.28,2.174118,2.174118,-316.5508,194.0972,-406.8291,190.1042,3174.768,8.260995,-3536.458,100.71,346.3108,94.76273,139.2487,87.52731,170.8148,41.82292,40.95486,40.39931,1.840278,1.163195,1.527778,52.86458,54.34028,55.38194,141.7013,158.9971,146.8438,2.233796,2.233796,2.251158
37653977,1655216479785 ,303.2408,0,154.2535,5.208333,4464.311058,159.461833,94.98,93.92,92.45,54.28,2.080078,2.080078,-335.3584,193.4028,-429.3984,190.1042,3154.08,10.41667,-3536.458,100.71,346.3108,94.83508,142.9731,86.89999,170.2222,41.875,42.51736,41.59722,1.799768,1.145834,1.527778,52.60417,53.40278,56.05903,142.8499,158.9971,146.6967,2.262732,2.216435,2.251158
37653978,1655216481786 ,304.3982,0,155.4688,5.208333,4481.3503,160.677133,95,93.92,92.42,54.26,2.04825,2.04825,-350.4053,194.0972,-448.2061,190.1042,3144.676,9.997107,-3536.458,100.71,347.4797,97.65625,145.7664,87.65277,168.8,41.30209,41.77084,41.59722,1.805555,1.116898,1.52199,49.56597,53.94097,56.37153,139.404,159.9924,148.4607,2.262732,2.216435,2.24537
37653979,1655216483785 ,304.5428,0,155.9896,5.121528,4483.479102,161.111128,95,93.9,92.45,54.28,2.190032,2.190032,-350.4053,193.4028,-467.0137,190.6829,3131.51,9.476274,-3540.22,100.71,347.772,93.82233,139.6477,66.32407,172.7111,42.13541,41.40625,41.30209,1.811342,1.174768,1.545138,53.07292,57.03125,55.9375,143.6703,160.4901,149.7835,2.24537,2.222222,2.262732
37653980,1655216485786 ,300.4919,0,154.9479,5.121528,4423.841752,160.069428,94.98,93.92,92.45,54.28,2.175564,2.175564,-335.3584,193.4028,-425.6367,190.1042,3159.722,9.577546,-3540.22,100.71,346.8953,96.49884,123.1538,94.05139,171.5259,43.29861,40.83334,41.61458,1.799768,1.180555,1.539352,56.19791,58.66319,54.49653,141.7013,160.1583,149.0486,2.1875,2.193288,2.24537
37653981,1655216487786 ,289.4966,0,154.9479,5.121528,4261.968945,160.069428,94.98,93.92,92.45,54.28,2.161097,2.161097,-320.3125,194.0972,-451.9678,190.1042,3150.318,10.9809,-3536.458,100.71,346.3108,95.41377,142.308,86.89999,157.8963,41.94445,40.46875,42.86458,1.857638,1.168982,1.550926,50.72917,59.63542,56.37153,142.8499,158.1677,147.5787,2.233796,2.233796,2.268518
37653982,1655216489786 ,309.0278,0,155.2952,5.208333,4549.507272,160.503533,94.98,93.92,92.45,54.28,2.236328,2.236328,-316.5508,193.4028,-448.2061,190.1042,3154.08,9.027778,-3536.458,100.71,345.1418,96.35416,139.9137,80.5014,170.5778,42.08333,42.91667,41.52778,1.782408,1.13426,1.516204,50.8507,57.55208,56.33681,142.0294,158.9971,147.4317,2.233796,2.204862,2.262732
37653983,1655216491786 ,301.0706,0,154.6875,5.208333,4432.361373,159.895833,94.98,93.92,92.42,54.28,2.169777,2.169777,-339.1211,193.4028,-410.5898,190.1042,3161.603,8.492476,-3536.458,100.71,344.8495,95.12442,138.3175,83.38702,170.8148,42.91667,41.68403,41.23264,1.828704,1.19213,1.527778,52.32639,59.30555,55.32986,140.0604,158.9971,149.6366,2.233796,2.222222,2.268518
37653984,1655216493786 ,300.2025,0,155.7292,5.121528,4419.581205,160.850728,95,93.9,92.42,54.28,2.233435,2.233435,-342.8818,193.4028,-425.6367,190.1042,3152.199,9.056713,-3536.458,100.71,346.3108,95.19676,124.617,87.02548,169.037,41.73611,41.875,40.86806,1.875,1.174768,1.568288,52.55209,57.96875,55.36459,141.5372,159.8266,152.5764,2.222222,2.216435,2.262732
37653985,1655216495787 ,302.9514,0,155.3819,5.208333,4460.050511,160.590233,94.98,93.92,92.45,54.28,2.103226,2.103226,-335.3584,193.4028,-433.1602,190.1042,3144.675,10.47454,-3528.935,100.71,346.3108,96.20949,143.5051,88.65646,160.2667,41.68403,41.59722,42.70834,1.77662,1.168982,1.52199,48.64583,51.47569,56.00695,144.3267,159.8266,148.1667,2.251158,2.233796,2.251158
37653986,1655216497785 ,294.4155,0,154.6007,5.208333,4334.384991,159.809033,94.98,93.92,92.47,54.28,2.247902,2.247902,-324.0742,193.0556,-425.6367,190.1042,3146.557,11.09664,-3521.412,100.71,346.3108,94.83508,149.6238,76.48657,172.3556,41.59722,43.8368,40.26041,1.857638,1.163195,1.556712,49.375,54.34028,56.35417,142.5217,157.67,146.1088,2.233796,2.222222,2.262732
37653987,1655216499786 ,312.7893,0,154.8611,5.121528,4604.884075,159.982628,94.98,93.92,92.45,54.28,2.075738,2.075738,-324.0742,193.4028,-448.2061,190.1042,3154.08,8.883101,-3540.22,100.71,347.772,96.28183,136.5883,88.90741,169.6296,43.90625,40.95486,41.16319,1.805555,1.174768,1.539352,52.11806,58.88889,53.99306,142.6858,158.3336,146.9908,2.216435,2.210648,2.262732
37653988,1655216501785 ,300.9259,0,155.3819,5.121528,4430.2311,160.503428,95,93.92,92.42,54.26,2.132161,2.132161,-331.5977,193.0556,-406.8291,189.8148,3178.53,8.998842,-3547.743,100.71,347.772,94.47337,135.7903,88.90741,166.6667,42.69097,41.84028,41.92708,1.846065,1.19213,1.574074,50.17361,59.21875,55.83334,142.0294,160.1583,146.2558,2.291666,2.251158,2.268518
37653989,1655216503786 ,302.228,0,154.6007,5.208333,4449.400616,159.809033,95,93.9,92.42,54.26,2.146629,2.146629,-357.9277,193.0556,-410.5898,189.8148,3144.676,11.00984,-3528.935,100.71,347.772,96.57117,144.4362,85.64539,151.3778,41.73611,42.51736,42.10069,1.81713,1.168982,1.545138,49.51389,58.87153,56.51042,142.0294,160.4901,150.6655,2.233796,2.216435,2.251158
37653990,1655216505786 ,297.5984,0,155.5556,5.121528,4381.243645,160.677128,94.98,93.9,92.45,54.28,2.247902,2.247902,-335.3584,193.0556,-418.1133,189.8148,3163.484,8.998842,-3540.22,100.71,347.772,93.67767,146.5645,74.22824,175.3185,42.22222,43.78472,41.21528,1.811342,1.174768,1.556712,51.85764,59.2882,56.57986,143.9985,159.8266,148.1667,2.193288,2.210648,2.268518
37653991,1655216507786 ,301.0706,0,155.7292,5.121528,4432.361373,160.850728,94.98,93.92,92.47,54.28,2.26237,2.26237,-342.8818,193.0556,-429.3984,189.8148,3150.318,9.765625,-3536.458,100.71,346.3108,95.41377,135.7903,89.03287,172.8296,42.79514,41.18056,40.65972,1.846065,1.140046,1.545138,51.84028,60,56.14583,142.8499,158.8313,147.8727,2.233796,2.204862,2.268518
37653992,1655216509787 ,298.7558,0,154.2535,5.121528,4398.282888,159.375028,94.98,93.92,92.45,54.28,2.051143,2.051143,-335.3584,193.4028,-425.6367,189.8148,3148.437,11.5162,-3528.935,100.71,346.3108,95.77546,139.7807,92.16943,166.3111,43.3507,41.04167,41.44097,1.840278,1.197916,1.574074,49.72222,54.94792,56.59722,141.8654,159.6607,146.2558,2.251158,2.233796,2.274305
37653993,1655216511787 ,300.0579,0,155.1215,5.121528,4417.452404,160.243028,94.98,93.92,92.45,54.26,2.135055,2.135055,-369.2129,193.0556,-444.4443,189.8148,3125.869,11.00984,-3532.697,100.71,344.8495,97.07755,144.3032,87.15091,150.9037,41.92708,41.42361,41.21528,1.828704,1.13426,1.550926,49.93055,58.36805,56.63194,141.209,159.3289,148.3137,2.222222,2.216435,2.268518
37653994,1655216513785 ,298.0324,0,154.1667,5.121528,4387.632993,159.288228,95,93.9,92.42,54.26,2.247902,2.247902,-335.3584,193.0556,-429.3984,189.8148,3150.319,8.11632,-3532.697,100.71,346.3108,92.37558,139.6477,66.32407,174.6074,42.46528,41.85764,41.18056,1.805555,1.180555,1.568288,55.32986,56.09375,55.55555,143.1781,160.1583,148.9016,2.193288,2.216435,2.268518
37653995,1655216515786 ,298.6111,0,156.25,5.121528,4396.152614,161.371528,94.98,93.9,92.45,54.28,2.175564,2.175564,-305.2666,193.0556,-429.3984,189.8148,3161.602,11.22685,-3528.935,100.71,347.772,95.99248,129.9376,87.65277,174.7259,43.69792,42.20486,40.81597,1.828704,1.174768,1.556712,53.80208,54.27083,56.16319,142.3576,159.163,146.9908,2.268518,2.222222,2.274305
37653996,1655216517786 ,312.3553,0,155.4688,5.121528,4598.494727,160.590328,94.98,93.92,92.47,54.28,2.074291,2.074291,-320.3125,192.7083,-414.3516,189.8148,3154.08,9.360533,-3521.412,100.71,348.941,96.28183,141.5099,93.29858,162.5185,41.84028,41.14583,42.74306,1.863426,1.197916,1.550926,50.79861,53.68055,56.42361,145.6394,158.9971,147.4317,2.268518,2.210648,2.268518
37653997,1655216519786 ,296.007,0,155.5556,5.121528,4357.815054,160.677128,94.98,93.92,92.47,54.28,2.218967,2.218967,-354.167,193.0556,-444.4443,189.8148,3140.914,9.620949,-3540.22,100.71,349.2332,97.00521,147.2296,83.63797,169.9852,40.97222,41.61458,41.30209,1.828704,1.145834,1.52199,51.59722,56.59722,55.88542,140.0604,159.163,147.8727,2.233796,2.1875,2.262732
37653998,1655216521786 ,301.9387,0,154.2535,5.208333,4445.141541,159.461833,94.98,93.92,92.45,54.28,2.227648,2.227648,-320.3125,192.7083,-433.1602,189.8148,3159.722,8.376737,-3536.458,100.71,347.772,94.76273,140.3128,84.26526,172.237,41.875,41.59722,40.92014,1.875,1.226852,1.574074,56.00695,59.375,56.44097,141.8654,160.8219,147.5787,2.291666,2.291666,2.274305
37653999,1655216523787 ,304.6875,0,156.1632,5.121528,4485.609375,161.284728,95,93.92,92.42,54.28,2.233435,2.233435,-335.3584,193.0556,-425.6367,189.5255,3152.2,9.997107,-3532.697,100.71,344.8495,96.20949,137.5195,91.41669,173.3037,43.21181,41.57986,41.14583,1.799768,1.168982,1.550926,53.81944,58.17709,57.23959,140.2244,160.656,148.1667,2.251158,2.233796,2.268518
37654000,1655216525786 ,296.7303,0,155.0347,5.208333,4368.463477,160.243033,94.98,93.9,92.45,54.28,2.088759,2.088759,-342.8818,192.7083,-406.8291,189.5255,3161.603,10.63368,-3536.458,100.71,343.6806,96.93288,138.4506,92.54584,162.0444,42.03125,40.625,42.17014,1.805555,1.15162,1.545138,51.07639,59.61806,54.79166,142.8499,158.3336,148.4607,2.268518,2.233796,2.268518
37654001,1655216527786 ,309.8958,0,156.5972,5.121528,4562.285968,161.718728,94.98,93.92,92.45,54.28,2.161097,2.161097,-339.1211,193.0556,-406.8291,189.5255,3163.483,8.984375,-3536.458,100.71,344.8495,97.07755,145.1013,83.76343,166.0741,42.43055,42.70834,40.48611,1.869212,1.180555,1.568288,51.71875,59.82639,55.67708,142.5217,158.3336,149.6366,2.233796,2.222222,2.280092
37654002,1655216529787 ,302.228,0,155.2952,5.208333,4449.400616,160.503533,94.98,93.92,92.47,54.28,2.161097,2.161097,-339.1211,192.7083,-448.2061,189.5255,3135.271,7.552083,-3528.935,100.71,346.3108,93.38831,140.1797,85.14352,174.1333,42.10069,41.90972,41.07639,1.805555,1.168982,1.545138,57.11806,58.45486,55.88542,143.1781,159.163,149.1956,2.233796,2.24537,2.268518
37654003,1655216531786 ,301.9387,0,154.6007,5.121528,4445.141541,159.722228,94.98,93.92,92.45,54.28,2.16833,2.16833,-324.0742,192.7083,-433.1602,189.5255,3154.08,9.172454,-3532.697,100.71,346.3108,95.2691,131.7998,90.03656,168.563,42.34375,41.70139,41.31944,1.869212,1.20949,1.568288,53.36806,53.59375,56.23264,141.0449,159.8266,153.7523,2.291666,2.268518,2.280092
37654004,1655216533786 ,306.5683,0,154.6875,5.208333,4513.298513,159.895833,95,93.92,92.45,54.28,2.05693,2.05693,-301.5039,192.7083,-399.3057,189.5255,3182.292,11.02431,-3532.697,100.71,346.3108,96.64352,144.8353,90.03656,149.1259,41.64931,42.96875,42.20486,1.83449,1.174768,1.550926,52.17014,52.88194,56.49305,141.0449,160.8219,147.8727,2.268518,2.233796,2.274305
37654005,1655216535786 ,290.7986,0,154.9479,5.208333,4281.136989,160.156233,95,93.9,92.45,54.28,2.161097,2.161097,-342.8818,192.7083,-391.7822,189.5255,3154.08,8.666088,-3521.412,100.71,345.434,96.71586,144.4362,78.11758,167.9704,41.5625,41.59722,41.68403,1.81713,1.174768,1.550926,51.05903,54.16667,56.44097,141.5372,160.4901,149.1956,2.251158,2.210648,2.274305
37654006,1655216537786 ,312.7893,0,155.4688,5.208333,4604.884075,160.677133,95,93.92,92.45,54.28,2.103226,2.103226,-331.5977,193.0556,-425.6367,189.5255,3142.795,9.43287,-3521.412,100.71,345.1418,95.05209,138.1845,87.15091,171.4074,43.05556,41.70139,40.72916,1.840278,1.168982,1.527778,56.28472,57.70834,56.84028,142.8499,158.4995,147.5787,2.262732,2.239584,2.268518
37654007,1655216539786 ,296.7303,0,155.4688,5.121528,4368.463477,160.590328,94.98,93.92,92.47,54.31,2.016421,2.016421,-335.3584,192.3611,-414.3516,189.5255,3155.961,9.244791,-3521.412,100.82,344.8495,95.12442,143.5051,90.78934,170.8148,41.92708,41.90972,41.68403,1.83449,1.174768,1.568288,53.94097,60,56.57986,140.7167,159.8266,147.8727,2.216435,2.24537,2.274305
37654008,1655216541787 ,305.1216,0,155.9896,5.208333,4492.000195,161.197933,94.98,93.92,92.45,54.28,2.190032,2.190032,-331.5977,192.7083,-399.3057,189.5255,3167.246,12.76042,-3532.697,100.71,345.434,97.29456,140.5788,87.77826,151.6148,41.59722,41.35417,41.49305,1.828704,1.174768,1.556712,51.31945,57.72569,57.32639,141.8654,158.4995,147.5787,2.216435,2.210648,2.268518
