TIMESTAMP,rct_px,threshold,anaomaly
2022-06-14 13:28:17.785,0.14843440740748168,0.31596978084423005,False
2022-06-14 13:28:19.786,0.16201883892219043,0.31596978084423005,False
2022-06-14 13:28:21.786,0.14362924040750613,0.31596978084423005,False
2022-06-14 13:28:23.786,0.15090105112193386,0.31596978084423005,False
2022-06-14 13:28:25.785,0.189515496872799,0.31596978084423005,False
2022-06-14 13:28:27.786,0.18591979414312207,0.31596978084423005,False
2022-06-14 13:28:29.787,0.11744032307652072,0.31596978084423005,False
2022-06-14 13:28:31.786,0.12948800259840734,0.31596978084423005,False
2022-06-14 13:28:33.786,0.13185865724553664,0.31596978084423005,False
2022-06-14 13:28:35.787,0.10519661672643264,0.31596978084423005,False
2022-06-14 13:28:37.785,0.1998432949525048,0.31596978084423005,False
2022-06-14 13:28:39.786,0.2045584136783393,0.31596978084423005,False
2022-06-14 13:28:41.786,0.15462213686999587,0.31596978084423005,False
2022-06-14 13:28:43.786,0.16182612141132247,0.31596978084423005,False
2022-06-14 13:28:45.786,0.15522940096946913,0.31596978084423005,False
2022-06-14 13:28:47.786,0.12872625006148028,0.31596978084423005,False
2022-06-14 13:28:49.786,0.1550028486998952,0.31596978084423005,False
2022-06-14 13:28:51.786,0.14261722809397617,0.31596978084423005,False
2022-06-14 13:28:53.786,0.11920420568119099,0.31596978084423005,False
2022-06-14 13:28:55.785,0.11403486355244107,0.31596978084423005,False
2022-06-14 13:28:57.786,0.18130079829470633,0.31596978084423005,False
2022-06-14 13:28:59.786,0.20236298527886376,0.31596978084423005,False
2022-06-14 13:29:01.786,0.14587678496321507,0.31596978084423005,False
2022-06-14 13:29:03.785,0.2058664665249879,0.31596978084423005,False
2022-06-14 13:29:05.787,0.13857901909676837,0.31596978084423005,False
2022-06-14 13:29:07.786,0.14640183631458192,0.31596978084423005,False
2022-06-14 13:29:09.786,0.13210801078024836,0.31596978084423005,False
2022-06-14 13:29:11.786,0.13124542003685954,0.31596978084423005,False
2022-06-14 13:29:13.786,0.17913232763280512,0.31596978084423005,False
2022-06-14 13:29:15.786,0.21100062464361885,0.31596978084423005,False
2022-06-14 13:29:17.785,0.14362094036373824,0.31596978084423005,False
2022-06-14 13:29:19.786,0.15263724345807492,0.31596978084423005,False
2022-06-14 13:29:21.786,0.20146491887732113,0.31596978084423005,False
2022-06-14 13:29:23.786,0.17042709667476877,0.31596978084423005,False
2022-06-14 13:29:25.785,0.1480282612450692,0.31596978084423005,False
2022-06-14 13:29:27.786,0.1627579491671143,0.31596978084423005,False
2022-06-14 13:29:29.786,0.15176328133084807,0.31596978084423005,False
2022-06-14 13:29:31.786,0.23959533986032644,0.31596978084423005,False
2022-06-14 13:29:33.786,0.175081361914785,0.31596978084423005,False
2022-06-14 13:29:35.786,0.19956332067703172,0.31596978084423005,False
2022-06-14 13:29:37.786,0.17936620753190624,0.31596978084423005,False
2022-06-14 13:29:39.787,0.1898331104471548,0.31596978084423005,False
2022-06-14 13:29:41.786,0.21239531983682175,0.31596978084423005,False
2022-06-14 13:29:43.786,0.11678779443462302,0.31596978084423005,False
2022-06-14 13:29:45.786,0.15557032508494797,0.31596978084423005,False
2022-06-14 13:29:47.786,0.17406212340100916,0.31596978084423005,False
2022-06-14 13:29:49.786,0.14303176094603895,0.31596978084423005,False
2022-06-14 13:29:51.786,0.22146130643232745,0.31596978084423005,False
2022-06-14 13:29:53.786,0.18818068395557846,0.31596978084423005,False
2022-06-14 13:29:55.786,0.116904908049496,0.31596978084423005,False
2022-06-14 13:29:57.786,0.17707531792913575,0.31596978084423005,False
2022-06-14 13:29:59.786,0.15325710893908245,0.31596978084423005,False
2022-06-14 13:30:01.786,0.13471422431686486,0.31596978084423005,False
2022-06-14 13:30:03.786,0.14730274609972044,0.31596978084423005,False
2022-06-14 13:30:05.787,0.1361556418872541,0.31596978084423005,False
2022-06-14 13:30:07.786,0.10363455168610887,0.31596978084423005,False
2022-06-14 13:30:09.787,0.1608610115796636,0.31596978084423005,False
2022-06-14 13:30:11.786,0.13761097944300096,0.31596978084423005,False
2022-06-14 13:30:13.787,0.14754316241738114,0.31596978084423005,False
2022-06-14 13:30:15.786,0.14784004614243493,0.31596978084423005,False
2022-06-14 13:30:17.786,0.19150742323312728,0.31596978084423005,False
2022-06-14 13:30:19.787,0.15211247382338244,0.31596978084423005,False
2022-06-14 13:30:21.787,0.14249732237243568,0.31596978084423005,False
2022-06-14 13:30:23.787,0.12877128468085092,0.31596978084423005,False
2022-06-14 13:30:25.786,0.1445495124921615,0.31596978084423005,False
2022-06-14 13:30:27.786,0.15938961376954294,0.31596978084423005,False
2022-06-14 13:30:29.786,0.21737750162995975,0.31596978084423005,False
2022-06-14 13:30:31.785,0.17080175917104265,0.31596978084423005,False
2022-06-14 13:30:33.786,0.16229516160411353,0.31596978084423005,False
2022-06-14 13:30:35.785,0.1669374299366358,0.31596978084423005,False
2022-06-14 13:30:37.786,0.146267519106527,0.31596978084423005,False
2022-06-14 13:30:39.786,0.1369101322427767,0.31596978084423005,False
2022-06-14 13:30:41.786,0.1974037888197579,0.31596978084423005,False
2022-06-14 13:30:43.787,0.1647963034718945,0.31596978084423005,False
2022-06-14 13:30:45.785,0.25763126317775475,0.31596978084423005,False
2022-06-14 13:30:47.787,0.1860869589911253,0.31596978084423005,False
2022-06-14 13:30:49.786,0.2672257209081295,0.31596978084423005,False
2022-06-14 13:30:51.786,0.13019477571699453,0.31596978084423005,False
2022-06-14 13:30:53.786,0.20075376642007028,0.31596978084423005,False
2022-06-14 13:30:55.786,0.18300669930736407,0.31596978084423005,False
2022-06-14 13:30:57.786,0.26165638075557573,0.31596978084423005,False
2022-06-14 13:30:59.786,0.19956307790357505,0.31596978084423005,False
2022-06-14 13:31:01.785,0.20678537672131767,0.31596978084423005,False
2022-06-14 13:31:03.786,0.15619497584169048,0.31596978084423005,False
2022-06-14 13:31:05.787,0.2078098929385181,0.31596978084423005,False
2022-06-14 13:31:07.786,0.22769943007898646,0.31596978084423005,False
2022-06-14 13:31:09.786,0.18457511967782356,0.31596978084423005,False
2022-06-14 13:31:11.786,0.16795595674058653,0.31596978084423005,False
2022-06-14 13:31:13.786,0.23502867506090647,0.31596978084423005,False
