,real,fitted
339,4494.128996,4419.6772
340,4349.295433,4371.465
341,4374.852825,4404.2637
342,4310.9564,4417.122
343,4519.687861,4445.4214
344,4455.789964,4450.4644
345,4464.311058,4457.2534
346,4396.152614,4451.453
347,4504.778891,4454.791
348,4443.011268,4439.579
349,4445.141541,4404.7153
350,4349.295433,4431.8193
351,4443.011268,4417.239
352,4624.053591,4470.612
353,4428.102299,4399.8784
354,4472.830679,4425.5825
355,4313.086674,4402.7817
356,4408.932782,4479.305
357,4530.337755,4461.3413
358,4430.2311,4501.7925
359,4530.337755,4463.558
360,4438.750721,4460.126
361,4406.802509,4493.6465
362,4534.59683,4480.3115
363,4466.439859,4533.0933
364,4472.830679,4437.95
365,4551.637545,4442.4624
366,4423.841752,4374.579
367,4419.581205,4488.3877
368,4387.632993,4406.034
369,4523.948407,4423.7505
370,4417.452404,4409.816
371,4411.061584,4357.286
372,4323.735096,4400.2607
373,4611.274895,4442.5186
374,4306.695853,4370.3374
375,4368.463477,4469.26
376,4562.285968,4408.938
377,4359.943855,4396.7305
378,4481.3503,4480.861
379,4355.683308,4385.679
380,4517.557587,4489.752
381,4549.507272,4512.722
382,4592.105379,4559.446
383,4534.59683,4470.486
384,4432.361373,4421.015
385,4408.932782,4460.8447
386,4464.311058,4507.199
387,4396.152614,4401.7554
388,4528.207482,4446.988
389,4453.661163,4413.7915
390,4421.711478,4420.645
391,4317.345748,4414.9683
392,4485.609375,4447.8457
393,4592.105379,4444.504
394,4460.050511,4414.482
395,4538.857377,4479.4683
396,4408.932782,4432.8096
397,4583.585757,4473.1396
398,4464.311058,4372.6826
399,4428.102299,4385.3027
400,4485.609375,4431.9707
401,4496.25927,4464.7173
402,4445.141541,4425.9175
403,4466.439859,4485.78
404,4396.152614,4458.782
405,4530.337755,4561.378
406,4413.191857,4434.445
407,4630.444411,4521.2954
408,4387.632993,4391.5503
409,4306.695853,4411.379
410,4428.102299,4377.6387
411,4485.609375,4392.475
412,4406.802509,4492.435
413,4428.102299,4427.977
414,4477.089754,4448.132
415,4517.557587,4475.785
416,4434.491647,4431.489
417,4381.243645,4456.0493
418,4440.880995,4419.39
419,4474.95948,4417.956
420,4485.609375,4438.562
421,4274.747641,4384.262
422,4509.037966,4495.425
423,4445.141541,4427.0767
424,4492.000195,4407.6743
425,4285.397536,4428.1885
426,4460.050511,4454.369
427,4466.439859,4493.191
428,4387.632993,4446.1245
429,4492.000195,4446.5605
430,4549.507272,4429.828
431,4513.298513,4464.4507
432,4283.267263,4434.3774
433,4536.727103,4501.2134
434,4536.727103,4486.6973
435,4566.546514,4505.818
436,4423.841752,4401.479
437,4481.3503,4458.0327
438,4438.750721,4388.7725
439,4592.105379,4415.086
440,4242.799429,4391.848
441,4391.892067,4495.681
442,4602.755273,4439.896
443,4443.011268,4454.8325
444,4583.585757,4437.4795
445,4376.98457,4442.32
446,4568.676788,4516.825
447,4570.805589,4478.137
448,4440.880995,4471.104
449,4560.157166,4515.122
450,4381.243645,4508.003
451,4534.59683,4488.6753
452,4624.053591,4502.212
453,4504.778891,4447.041
454,4651.742728,4479.7827
455,4327.995643,4429.896
456,4619.794516,4476.8457
457,4498.388071,4449.1016
458,4323.735096,4474.456
459,4257.708398,4452.3306
460,4560.157166,4533.114
461,4579.326683,4445.3467
462,4534.59683,4474.354
463,4400.413161,4399.3003
464,4464.311058,4446.549
465,4538.857377,4457.1553
466,4598.494727,4443.5874
467,4568.676788,4444.203
468,4449.400616,4446.209
469,4485.609375,4539.114
470,4466.439859,4494.901
471,4611.274895,4542.7603
472,4453.661163,4467.3228
473,4577.196409,4487.327
474,4477.089754,4432.224
475,4385.504192,4479.9243
476,4506.907692,4504.9585
477,4413.191857,4508.7363
478,4540.98765,4479.283
479,4570.805589,4488.016
480,4526.077209,4464.535
481,4443.011268,4462.4834
482,4598.494727,4498.7563
483,4530.337755,4510.562
484,4570.805589,4519.243
485,4477.089754,4467.2207
486,4626.183864,4549.152
487,4466.439859,4460.949
488,4492.000195,4504.972
489,4381.243645,4468.8984
490,4800.836839,4547.5913
491,4794.447491,4480.723
492,4572.935862,4453.9004
493,4636.833759,4498.0317
494,4632.573212,4519.1074
495,4630.444411,4564.886
496,4619.794516,4495.6587
497,4413.191857,4526.634
498,4662.392623,4624.7183
499,4498.388071,4568.8394
500,4547.376998,4556.858
501,4504.778891,4511.1567
502,4423.841752,4501.082
503,4598.494727,4518.9336
504,4487.739648,4493.5317
505,4568.676788,4502.699
506,4455.789964,4430.049
507,4523.948407,4505.931
508,4423.841752,4449.803
509,4613.403696,4542.3467
510,4662.392623,4530.4297
511,4549.507272,4474.761
512,4466.439859,4458.155
513,4370.59375,4484.2744
514,4630.444411,4548.298
515,4530.337755,4466.7812
516,4592.105379,4499.3994
517,4583.585757,4497.3735
518,4423.841752,4517.0376
519,4517.557587,4524.6187
520,4551.637545,4528.9907
521,4379.113371,4478.8364
522,4502.648618,4535.365
523,4430.2311,4477.0957
524,4641.092834,4559.67
525,4528.207482,4496.945
526,4504.778891,4470.1875
527,4368.463477,4491.263
528,4653.873002,4556.8223
529,4600.625,4557.354
530,4455.789964,4526.2954
531,4604.884075,4601.3755
532,4577.196409,4522.3486
533,4611.274895,4620.107
534,4587.846304,4524.018
535,4668.781971,4521.6143
536,4598.494727,4499.141
537,4558.026893,4506.717
538,4455.789964,4534.552
539,4658.133549,4600.7275
540,4677.301593,4562.585
541,4651.742728,4559.1104
542,4477.089754,4508.3564
543,4453.661163,4560.1514
544,4624.053591,4610.0405
545,4592.105379,4504.6567
546,4694.342308,4559.1865
547,4547.376998,4543.3135
548,4602.755273,4609.7114
549,4523.948407,4550.2607
550,4598.494727,4555.758
551,4624.053591,4599.619
552,4741.199489,4617.024
553,4632.573212,4545.6514
554,4751.849384,4585.2314
555,4613.403696,4541.5674
556,4700.730183,4576.587
557,4385.504192,4537.201
558,4515.428786,4635.5586
559,4690.081761,4612.9297
560,4641.092834,4618.6484
561,4683.692413,4599.785
562,4509.037966,4530.6934
563,4602.755273,4606.453
564,4589.975105,4546.867
565,4636.833759,4559.041
566,4707.121004,4579.8447
567,4530.337755,4586.147
568,4558.026893,4610.1104
569,4589.975105,4569.9785
570,4572.935862,4602.111
571,4715.640625,4633.518
572,4487.739648,4510.04
573,4732.679868,4633.0747
574,4572.935862,4556.4946
575,4604.884075,4582.1763
576,4609.144621,4560.893
577,4621.923317,4553.0195
578,4615.535442,4559.821
579,4632.573212,4591.49
580,4594.23418,4581.673
581,4572.935862,4582.317
582,4641.092834,4646.6123
583,4600.625,4585.361
584,4598.494727,4637.745
585,4568.676788,4617.799
586,4690.081761,4618.997
587,4634.703486,4569.495
588,4719.8997,4624.025
589,4472.830679,4547.197
590,4562.285968,4617.263
591,4572.935862,4574.885
592,4634.703486,4609.754
593,4717.770898,4597.0244
594,4474.95948,4602.487
595,4643.223107,4609.96
596,4662.392623,4583.6
597,4636.833759,4636.4336
598,4662.392623,4591.8193
599,4630.444411,4606.336
600,4600.625,4566.225
601,4664.522897,4588.1084
602,4460.050511,4567.453
603,4773.149174,4642.936
604,4472.830679,4553.2266
605,4494.128996,4606.858
606,4504.778891,4551.915
607,4707.121004,4632.57
608,4577.196409,4575.046
609,4549.507272,4591.3755
610,4704.99073,4612.444
611,4677.301593,4584.5273
612,4719.8997,4689.601
613,4630.444411,4571.7246
614,4443.011268,4604.583
615,4662.392623,4669.4453
616,4611.274895,4613.011
617,4630.444411,4634.089
618,4687.951487,4638.2295
619,4443.011268,4544.805
620,4762.499279,4636.7
621,4487.739648,4525.7744
622,4621.923317,4632.904
623,4687.951487,4549.205
624,4587.846304,4560.85
625,4549.507272,4598.716
626,4598.494727,4658.5693
627,4726.29052,4668.9136
628,4555.89662,4544.533
629,4679.431866,4572.7163
630,4634.703486,4582.17
631,4736.938942,4624.557
632,4594.23418,4573.4565
633,4796.577764,4666.7227
634,4656.003275,4581.9185
635,4683.692413,4673.348
636,4656.003275,4622.883
637,4728.419321,4647.8975
638,4630.444411,4627.8315
639,4662.392623,4713.6167
640,4523.948407,4581.5117
641,4775.277975,4669.1787
642,4679.431866,4617.938
643,4683.692413,4603.4473
644,4423.841752,4562.48
645,4613.403696,4613.1187
646,4376.98457,4591.2983
647,4619.794516,4622.66
648,4547.376998,4582.91
649,4453.661163,4562.604
650,4696.471109,4647.4683
651,4526.077209,4595.8457
652,4813.617007,4637.126
653,4551.637545,4518.999
654,4687.951487,4614.7505
655,4641.092834,4521.1865
656,4545.246725,4534.962
657,4664.522897,4603.054
658,4481.3503,4567.8384
659,4619.794516,4615.993
660,4760.369005,4601.6675
661,4668.781971,4620.579
662,4598.494727,4577.808
663,4647.483654,4536.5664
664,4656.003275,4607.305
665,4570.805589,4585.941
666,4485.609375,4545.3594
667,4679.431866,4630.169
668,4357.815054,4533.022
669,4645.35338,4628.5586
670,4370.59375,4512.0815
671,4847.695493,4679.9653
672,4645.35338,4512.7295
673,4374.852825,4566.617
674,4598.494727,4582.5576
675,4749.719111,4623.676
676,4758.238732,4618.2183
677,4549.507272,4563.112
678,4398.282888,4560.5527
679,4653.873002,4708.3047
680,4858.345388,4618.457
681,4685.821214,4524.832
682,4600.625,4547.276
683,4523.948407,4535.5874
684,4773.149174,4579.938
685,4615.535442,4503.745
686,4562.285968,4556.969
687,4504.778891,4554.2686
688,4545.246725,4591.4253
689,4434.491647,4545.8584
690,4621.923317,4607.4873
691,4624.053591,4560.3613
692,4551.637545,4494.3926
693,4519.687861,4545.8833
694,4483.479102,4562.2373
695,4385.504192,4483.4487
696,4534.59683,4513.098
697,4530.337755,4421.169
698,4251.31905,4446.1675
699,4534.59683,4540.657
700,4389.763266,4457.317
701,4483.479102,4519.2935
702,4406.802509,4428.993
703,4364.20293,4450.2554
704,4434.491647,4449.1035
705,4615.535442,4453.5024
706,4417.452404,4425.762
707,4413.191857,4408.575
708,4474.95948,4419.6562
709,4587.846304,4490.079
710,4551.637545,4494.593
711,4470.698933,4463.714
712,4634.703486,4509.365
713,4570.805589,4461.725
714,4577.196409,4552.6504
715,4526.077209,4500.7275
716,4632.573212,4501.9814
717,4296.045959,4498.367
718,4496.25927,4549.793
719,4474.95948,4509.5786
720,4662.392623,4567.583
721,4683.692413,4530.166
722,4536.727103,4508.785
723,4600.625,4499.398
724,4540.98765,4583.529
725,4634.703486,4597.0083
726,4515.428786,4574.9014
727,4581.455484,4597.029
728,4624.053591,4585.8765
729,4519.687861,4584.1675
730,4636.833759,4550.7417
731,4611.274895,4505.661
732,4464.311058,4563.0264
733,4658.133549,4609.605
734,4685.821214,4518.391
735,4781.668795,4548.6387
736,4519.687861,4483.8877
737,4613.403696,4488.3613
738,4413.191857,4462.6377
739,4530.337755,4589.6357
740,4604.884075,4573.6494
741,4545.246725,4523.487
742,4604.884075,4585.884
743,4496.25927,4522.454
744,4583.585757,4563.2334
745,4538.857377,4536.574
746,4477.089754,4484.554
747,4728.419321,4578.788
748,4592.105379,4502.1426
749,4419.581205,4556.176
750,4651.742728,4595.826
751,4509.037966,4521.9604
752,4719.8997,4608.456
753,4547.376998,4502.1465
754,4611.274895,4664.57
755,4600.625,4541.5303
756,4504.778891,4555.7544
757,4545.246725,4521.6445
758,4626.183864,4642.2573
759,4626.183864,4565.2466
760,4568.676788,4538.6846
761,4526.077209,4575.6665
762,4509.037966,4568.9775
763,4572.935862,4582.025
764,4722.031445,4620.005
765,4517.557587,4541.2544
766,4349.295433,4526.3574
767,4826.397175,4633.7544
768,4477.089754,4517.003
769,4656.003275,4547.5874
770,4413.191857,4475.3154
771,4379.113371,4537.989
772,4611.274895,4558.225
773,4592.105379,4567.005
774,4602.755273,4542.1865
775,4485.609375,4467.5303
776,4451.530889,4475.026
777,4726.29052,4561.2256
778,4568.676788,4512.0137
779,4487.739648,4525.2446
780,4579.326683,4535.8633
781,4481.3503,4489.993
782,4613.403696,4495.1646
783,4423.841752,4472.0728
784,4636.833759,4549.1987
785,4387.632993,4438.871
786,4517.557587,4499.739
787,4321.606295,4475.993
788,4673.042518,4581.165
789,4662.392623,4454.1206
790,4432.361373,4460.279
791,4402.541962,4452.6177
792,4430.2311,4474.4585
793,4551.637545,4502.388
794,4445.141541,4439.644
795,4402.541962,4502.1445
796,4359.943855,4451.5557
797,4494.128996,4516.3535
798,4408.932782,4459.833
799,4504.778891,4457.209
800,4400.413161,4422.4766
801,4536.727103,4468.2427
802,4438.750721,4455.8647
803,4549.507272,4479.8394
804,4374.852825,4423.3853
805,4451.530889,4447.342
806,4464.311058,4472.059
807,4549.507272,4481.2437
808,4506.907692,4447.7544
809,4432.361373,4405.165
810,4517.557587,4462.83
811,4413.191857,4435.2915
812,4421.711478,4458.5767
813,4443.011268,4473.691
814,4460.050511,4429.0234
815,4251.31905,4440.0933
816,4498.388071,4561.7515
817,4464.311058,4404.4683
818,4494.128996,4526.0557
819,4485.609375,4455.646
820,4460.050511,4477.387
821,4570.805589,4480.579
822,4560.157166,4477.6177
823,4509.037966,4478.887
824,4453.661163,4459.4897
825,4411.061584,4518.2085
826,4611.274895,4527.42
827,4534.59683,4534.4727
828,4579.326683,4476.3706
829,4449.400616,4482.553
830,4408.932782,4449.7954
831,4506.907692,4490.481
832,4396.152614,4471.2344
833,4577.196409,4505.85
834,4396.152614,4460.8667
835,4462.180784,4498.703
836,4368.463477,4449.0405
837,4630.444411,4530.9253
838,4560.157166,4388.471
839,4472.830679,4399.7104
840,4423.841752,4435.667
841,4443.011268,4432.12
842,4359.943855,4459.7363
843,4336.515264,4447.0977
844,4474.95948,4496.292
845,4498.388071,4438.002
846,4349.295433,4421.302
847,4528.207482,4431.972
848,4342.904612,4407.019
849,4264.097746,4430.742
850,4570.805589,4446.468
851,4406.802509,4422.5522
852,4566.546514,4432.7603
853,4313.086674,4363.9946
854,4530.337755,4468.1416
855,4428.102299,4402.152
856,4517.557587,4461.5767
857,4477.089754,4450.8965
858,4336.515264,4402.8335
859,4428.102299,4468.9243
860,4472.830679,4519.7153
861,4470.698933,4497.7183
862,4406.802509,4548.9087
863,4572.935862,4526.1436
864,4619.794516,4521.3086
865,4741.199489,4510.423
866,4321.606295,4429.022
867,4460.050511,4529.24
868,4583.585757,4430.09
869,4572.935862,4450.178
870,4445.141541,4465.264
871,4515.428786,4524.7334
872,4474.95948,4478.021
873,4413.191857,4462.9224
874,4487.739648,4491.918
875,4604.884075,4501.39
876,4487.739648,4520.5586
877,4483.479102,4496.0645
878,4566.546514,4480.722
879,4568.676788,4500.8193
880,4594.23418,4534.359
881,4547.376998,4439.8037
882,4477.089754,4517.072
883,4494.128996,4515.408
884,4719.8997,4549.401
885,4268.356821,4475.509
886,4572.935862,4575.7217
887,4443.011268,4480.4985
888,4528.207482,4533.9575
889,4594.23418,4541.365
890,4551.637545,4503.2515
891,4513.298513,4460.369
892,4498.388071,4418.9966
893,4449.400616,4461.363
894,4534.59683,4504.8843
895,4536.727103,4500.273
896,4579.326683,4519.9263
897,4592.105379,4515.938
898,4483.479102,4484.4907
899,4594.23418,4551.3022
900,4506.907692,4481.26
901,4572.935862,4502.5303
902,4440.880995,4457.657
903,4536.727103,4539.422
904,4285.397536,4483.2163
905,4604.884075,4548.742
906,4530.337755,4537.2217
907,4455.789964,4519.306
908,4651.742728,4454.271
909,4466.439859,4494.015
910,4632.573212,4502.527
911,4485.609375,4449.767
912,4391.892067,4484.759
913,4579.326683,4505.453
914,4624.053591,4501.162
915,4359.943855,4527.476
916,4445.141541,4511.4746
917,4385.504192,4502.919
918,4726.29052,4570.411
919,4413.191857,4469.17
920,4506.907692,4468.9863
921,4540.98765,4444.5513
922,4558.026893,4448.749
923,4289.656611,4398.188
924,4647.483654,4512.8955
925,4570.805589,4422.2256
926,4481.3503,4412.8726
927,4406.802509,4496.574
928,4408.932782,4493.6885
929,4577.196409,4607.2583
930,4547.376998,4496.61
931,4509.037966,4456.082
932,4540.98765,4497.3003
933,4589.975105,4484.7
934,4472.830679,4491.555
935,4594.23418,4511.9155
936,4385.504192,4454.9004
937,4549.507272,4520.919
938,4496.25927,4448.235
939,4558.026893,4499.282
940,4402.541962,4504.0728
941,4370.59375,4473.0107
942,4492.000195,4434.664
943,4547.376998,4448.5186
944,4396.152614,4465.2075
945,4443.011268,4428.372
946,4460.050511,4446.2837
947,4455.789964,4430.297
948,4621.923317,4456.0474
949,4460.050511,4454.5864
950,4474.95948,4429.013
951,4460.050511,4414.5566
952,4485.609375,4508.329
953,4146.95332,4418.474
954,4570.805589,4514.866
955,4400.413161,4391.5664
956,4387.632993,4473.6997
957,4419.581205,4431.9746
958,4413.191857,4461.92
959,4536.727103,4441.6436
960,4364.20293,4355.5234
961,4443.011268,4434.866
962,4545.246725,4369.9395
963,4402.541962,4419.174
964,4462.180784,4448.2153
965,4325.86537,4426.1587
966,4261.968945,4394.1987
967,4462.180784,4432.5527
968,4327.995643,4389.746
969,4474.95948,4427.82
970,4187.421154,4342.517
971,4411.061584,4433.8027
972,4270.488567,4319.1953
973,4470.698933,4402.083
974,4336.515264,4379.788
975,4462.180784,4405.622
976,4492.000195,4352.4834
977,4385.504192,4443.492
978,4534.59683,4480.6094
979,4534.59683,4528.7866
980,4413.191857,4455.1323
981,4579.326683,4451.9844
982,4481.3503,4438.5117
983,4528.207482,4426.8433
984,4513.298513,4482.882
985,4445.141541,4421.5312
986,4577.196409,4469.9683
987,4502.648618,4463.342
988,4534.59683,4537.3867
989,4662.392623,4498.5786
990,4387.632993,4407.256
991,4504.778891,4484.7637
992,4485.609375,4508.712
993,4566.546514,4525.521
994,4417.452404,4456.6997
995,4474.95948,4437.4365
996,4443.011268,4427.37
997,4472.830679,4394.605
998,4428.102299,4339.9766
999,4334.384991,4319.494
1000,4374.852825,4338.4785
1001,4477.089754,4356.325
1002,4108.614288,4271.6807
1003,4396.152614,4367.695
1004,4232.149534,4305.906
1005,4453.661163,4373.58
1006,4466.439859,4304.742
1007,4251.31905,4306.5273
1008,4306.695853,4335.8438
1009,4242.799429,4307.914
1010,4232.149534,4301.336
1011,4396.152614,4285.1826
1012,4270.488567,4275.219
1013,4242.799429,4243.1333
1014,4304.56558,4257.293
1015,4270.488567,4249.8394
1016,4345.034886,4301.012
1017,4357.815054,4274.9985
1018,4387.632993,4280.932
1019,4151.212395,4230.9375
1020,4300.306505,4253.817
1021,4208.719471,4275.83
1022,4434.491647,4388.979
1023,4342.904612,4405.671
1024,4270.488567,4443.9087
1025,4536.727103,4416.4385
1026,4423.841752,4349.021
1027,4411.061584,4359.267
1028,4327.995643,4306.5215
1029,4264.097746,4330.431
1030,4517.557587,4351.4185
1031,4345.034886,4309.293
