,real,fitted
1032,4132.042879,4300.842
1033,4387.632993,4352.0303
1034,4251.31905,4300.151
1035,4387.632993,4371.16
1036,4364.20293,4287.203
1037,4391.892067,4315.2544
1038,4323.735096,4236.2803
1039,4283.267263,4299.5654
1040,4251.31905,4316.0728
1041,4474.95948,4389.879
1042,4310.9564,4329.4854
1043,4261.968945,4295.964
1044,4317.345748,4310.937
1045,4285.397536,4294.1836
1046,4370.59375,4343.0386
1047,4325.86537,4297.797
1048,4251.31905,4275.3457
1049,4153.341196,4308.8945
1050,4413.191857,4346.4014
1051,4310.9564,4283.6567
1052,4366.334675,4340.014
1053,4221.499639,4376.05
1054,4432.361373,4409.21
1055,4619.794516,4413.7593
1056,4455.789964,4370.9507
1057,4334.384991,4378.4346
1058,4279.006716,4380.7163
1059,4413.191857,4367.163
1060,4523.948407,4388.3
1061,4359.943855,4349.5493
1062,4336.515264,4375.1426
1063,4357.815054,4364.5034
1064,4345.034886,4418.5947
1065,4406.802509,4435.993
1066,4406.802509,4314.1025
1067,4306.695853,4358.2886
1068,4285.397536,4315.4043
1069,4398.282888,4375.9097
1070,4291.786884,4351.322
1071,4504.778891,4384.3516
1072,4359.943855,4296.1963
1073,4198.071049,4327.211
1074,4381.243645,4343.448
1075,4355.683308,4357.3936
1076,4396.152614,4332.6807
1077,4251.31905,4294.465
1078,4366.334675,4349.5415
1079,4502.648618,4370.113
1080,4423.841752,4399.3623
1081,4423.841752,4375.871
1082,4472.830679,4430.3687
1083,4434.491647,4407.8384
1084,4460.050511,4398.412
1085,4419.581205,4355.3867
1086,4391.892067,4404.2354
1087,4332.254718,4398.89
1088,4540.98765,4438.491
1089,4359.943855,4406.4185
1090,4538.857377,4468.651
1091,4366.334675,4427.05
1092,4487.739648,4453.635
1093,4549.507272,4374.166
1094,4434.491647,4439.3467
1095,4455.789964,4510.0083
1096,4347.165159,4429.445
1097,4464.311058,4500.095
1098,4634.703486,4450.622
1099,4483.479102,4470.59
1100,4466.439859,4461.697
1101,4487.739648,4432.588
1102,4285.397536,4411.914
1103,4562.285968,4501.0513
1104,4481.3503,4404.7485
1105,4462.180784,4434.5054
1106,4364.20293,4385.3403
1107,4370.59375,4423.6123
1108,4389.763266,4445.3584
1109,4653.873002,4453.538
1110,4432.361373,4421.2905
1111,4332.254718,4403.5566
1112,4408.932782,4425.161
1113,4413.191857,4410.213
1114,4506.907692,4471.6167
1115,4428.102299,4401.1133
1116,4313.086674,4418.9663
1117,4355.683308,4409.137
1118,4472.830679,4431.0166
1119,4321.606295,4391.7124
1120,4651.742728,4479.681
1121,4310.9564,4349.108
1122,4519.687861,4445.509
1123,4453.661163,4391.376
1124,4613.403696,4431.601
1125,4466.439859,4347.1143
1126,4342.904612,4384.7095
1127,4304.56558,4394.241
1128,4498.388071,4439.021
1129,4470.698933,4479.116
1130,4502.648618,4427.9287
1131,4438.750721,4485.558
1132,4481.3503,4492.114
1133,4506.907692,4488.3003
1134,4408.932782,4448.765
1135,4374.852825,4473.11
1136,4251.31905,4472.745
1137,4636.833759,4541.663
1138,4445.141541,4399.687
1139,4536.727103,4483.69
1140,4408.932782,4381.0195
1141,4449.400616,4446.0
1142,4462.180784,4405.279
1143,4430.2311,4425.5703
1144,4462.180784,4453.0093
1145,4347.165159,4431.216
1146,4504.778891,4469.291
1147,4602.755273,4450.2627
1148,4428.102299,4432.07
1149,4502.648618,4491.901
1150,4449.400616,4435.3887
1151,4453.661163,4475.677
1152,4466.439859,4525.9956
1153,4509.037966,4522.652
1154,4771.0189,4536.1772
1155,4366.334675,4444.419
1156,4504.778891,4533.477
1157,4359.943855,4476.8823
1158,4694.342308,4529.4937
1159,4558.026893,4447.763
1160,4406.802509,4437.027
1161,4423.841752,4452.715
1162,4536.727103,4457.41
1163,4513.298513,4442.275
1164,4421.711478,4408.995
1165,4315.215475,4392.8286
1166,4477.089754,4454.393
1167,4581.455484,4502.672
1168,4509.037966,4436.261
1169,4455.789964,4457.676
1170,4398.282888,4434.86
1171,4549.507272,4520.4756
1172,4530.337755,4481.2075
1173,4643.223107,4521.6816
1174,4421.711478,4459.8604
1175,4398.282888,4476.08
1176,4315.215475,4519.0337
1177,4487.739648,4521.42
1178,4587.846304,4468.306
1179,4558.026893,4492.1772
1180,4647.483654,4405.7905
1181,4376.98457,4444.966
1182,4421.711478,4528.9795
1183,4481.3503,4498.854
1184,4449.400616,4454.069
1185,4641.092834,4485.2017
1186,4455.789964,4455.268
1187,4421.711478,4490.022
1188,4509.037966,4546.255
1189,4406.802509,4453.4336
1190,4443.011268,4525.8
1191,4455.789964,4483.7925
1192,4594.23418,4534.231
1193,4464.311058,4449.063
1194,4359.943855,4451.361
1195,4342.904612,4450.213
1196,4530.337755,4587.2285
1197,4664.522897,4567.8525
1198,4460.050511,4488.685
1199,4502.648618,4427.0425
1200,4396.152614,4405.043
1201,4451.530889,4440.4946
1202,4455.789964,4434.1216
1203,4389.763266,4440.431
1204,4421.711478,4455.9976
1205,4449.400616,4417.8403
1206,4374.852825,4443.734
1207,4626.183864,4455.653
1208,4274.747641,4391.7856
1209,4506.907692,4495.601
1210,4376.98457,4416.0483
1211,4428.102299,4486.101
1212,4534.59683,4489.4443
1213,4359.943855,4444.2344
1214,4485.609375,4456.7617
1215,4470.698933,4471.1943
1216,4577.196409,4533.088
1217,4577.196409,4492.5806
1218,4530.337755,4519.515
1219,4547.376998,4543.4604
1220,4483.479102,4491.146
1221,4496.25927,4477.687
1222,4523.948407,4500.2144
1223,4338.645538,4417.455
1224,4613.403696,4555.5537
1225,4327.995643,4425.9243
1226,4598.494727,4557.38
1227,4513.298513,4431.962
1228,4555.89662,4495.634
1229,4568.676788,4472.31
1230,4366.334675,4436.6294
1231,4538.857377,4515.8843
1232,4374.852825,4418.4897
1233,4440.880995,4485.9634
1234,4600.625,4530.7188
1235,4460.050511,4472.7637
1236,4406.802509,4490.3896
1237,4579.326683,4560.9565
1238,4528.207482,4518.141
1239,4677.301593,4525.8813
1240,4379.113371,4430.965
1241,4504.778891,4526.285
1242,4487.739648,4479.284
1243,4519.687861,4497.2866
1244,4417.452404,4468.271
1245,4662.392623,4544.8823
1246,4519.687861,4484.7197
1247,4513.298513,4455.548
1248,4517.557587,4449.147
1249,4413.191857,4470.965
1250,4653.873002,4480.4854
1251,4515.428786,4479.189
1252,4411.061584,4464.937
1253,4568.676788,4499.6387
1254,4589.975105,4531.044
1255,4528.207482,4471.824
1256,4477.089754,4489.9546
1257,4317.345748,4480.6616
1258,4719.8997,4529.0938
1259,4423.841752,4428.727
1260,4398.282888,4472.4395
1261,4389.763266,4471.173
1262,4517.557587,4492.6323
1263,4417.452404,4444.8716
1264,4570.805589,4454.8438
1265,4498.388071,4478.6973
1266,4530.337755,4432.391
1267,4560.157166,4416.4277
1268,4387.632993,4420.086
1269,4632.573212,4510.195
1270,4466.439859,4436.879
1271,4496.25927,4485.486
1272,4381.243645,4460.7383
1273,4487.739648,4521.4556
1274,4466.439859,4470.585
1275,4664.522897,4518.5366
1276,4421.711478,4435.127
1277,4555.89662,4522.333
1278,4577.196409,4461.62
1279,4613.403696,4464.2114
1280,4472.830679,4441.4204
1281,4462.180784,4474.1987
1282,4568.676788,4510.499
1283,4594.23418,4552.2515
1284,4523.948407,4549.4766
1285,4547.376998,4440.777
1286,4513.298513,4479.743
1287,4430.2311,4439.599
1288,4666.65317,4570.977
1289,4464.311058,4468.66
1290,4677.301593,4634.568
1291,4413.191857,4483.0547
1292,4562.285968,4568.9385
1293,4317.345748,4449.2593
1294,4726.29052,4529.399
1295,4536.727103,4406.323
1296,4408.932782,4427.7573
1297,4323.735096,4404.5986
1298,4428.102299,4483.607
1299,4581.455484,4513.1875
1300,4423.841752,4410.929
1301,4453.661163,4433.5767
1302,4464.311058,4446.589
1303,4385.504192,4443.111
1304,4451.530889,4432.618
1305,4413.191857,4455.591
1306,4376.98457,4468.3145
1307,4747.588837,4517.8467
1308,4413.191857,4407.651
1309,4677.301593,4560.3735
1310,4338.645538,4398.045
1311,4487.739648,4472.0605
1312,4423.841752,4460.393
1313,4477.089754,4500.982
1314,4434.491647,4502.9595
1315,4417.452404,4507.2686
1316,4528.207482,4431.885
1317,4408.932782,4420.856
1318,4534.59683,4494.1343
1319,4560.157166,4444.5317
1320,4428.102299,4446.5728
1321,4534.59683,4455.2246
1322,4498.388071,4481.7363
1323,4481.3503,4500.542
1324,4658.133549,4509.9336
1325,4445.141541,4477.668
1326,4547.376998,4480.244
1327,4453.661163,4443.695
1328,4611.274895,4525.9214
1329,4496.25927,4477.084
1330,4428.102299,4450.1006
1331,4515.428786,4492.251
1332,4555.89662,4537.657
1333,4651.742728,4478.6445
1334,4494.128996,4423.0635
1335,4345.034886,4476.0103
1336,4443.011268,4472.5283
1337,4504.778891,4477.5664
1338,4538.857377,4476.0356
1339,4477.089754,4446.7446
1340,4323.735096,4458.414
1341,4504.778891,4439.1006
1342,4389.763266,4436.2666
1343,4611.274895,4454.24
1344,4259.8372,4426.101
1345,4434.491647,4493.1123
1346,4528.207482,4483.3096
1347,4523.948407,4474.644
1348,4589.975105,4467.2573
1349,4417.452404,4404.536
1350,4417.452404,4448.916
1351,4526.077209,4509.866
1352,4504.778891,4562.1523
1353,4719.8997,4554.865
1354,4583.585757,4477.8296
1355,4487.739648,4504.9805
1356,4572.935862,4478.7246
1357,4430.2311,4488.964
1358,4653.873002,4552.8555
1359,4483.479102,4468.067
1360,4485.609375,4454.56
1361,4400.413161,4436.9766
1362,4641.092834,4557.9893
1363,4753.979657,4540.3545
1364,4526.077209,4479.091
1365,4598.494727,4532.401
1366,4413.191857,4490.125
1367,4694.342308,4639.7393
1368,4506.907692,4468.3994
1369,4321.606295,4493.5586
1370,4645.35338,4531.568
1371,4509.037966,4484.468
1372,4381.243645,4450.304
1373,4483.479102,4486.9824
1374,4338.645538,4441.202
1375,4751.849384,4535.524
1376,4513.298513,4384.51
1377,4453.661163,4505.4927
1378,4455.789964,4442.6787
1379,4526.077209,4493.458
1380,4589.975105,4430.789
1381,4485.609375,4460.273
1382,4538.857377,4492.506
1383,4485.609375,4478.0864
1384,4528.207482,4478.201
1385,4455.789964,4512.2134
1386,4545.246725,4532.1475
1387,4551.637545,4557.801
1388,4445.141541,4543.4585
1389,4485.609375,4493.0835
1390,4664.522897,4493.792
1391,4464.311058,4446.1333
1392,4613.403696,4519.497
1393,4419.581205,4463.7603
1394,4432.361373,4418.91
1395,4664.522897,4437.8145
1396,4566.546514,4481.6753
1397,4506.907692,4516.241
1398,4376.98457,4493.5034
1399,4453.661163,4493.284
1400,4651.742728,4519.803
1401,4504.778891,4468.8994
1402,4513.298513,4490.4067
1403,4430.2311,4486.732
1404,4466.439859,4459.819
1405,4615.535442,4500.7246
1406,4417.452404,4456.9844
1407,4619.794516,4555.9316
1408,4462.180784,4527.316
1409,4579.326683,4558.668
1410,4492.000195,4534.6636
1411,4566.546514,4467.3364
1412,4568.676788,4473.072
1413,4423.841752,4415.627
1414,4357.815054,4470.7886
1415,4519.687861,4522.8784
1416,4613.403696,4571.2837
1417,4423.841752,4512.5137
1418,4364.20293,4520.5107
1419,4470.698933,4520.645
1420,4496.25927,4572.2827
1421,4534.59683,4492.5693
1422,4496.25927,4497.7217
1423,4419.581205,4460.1987
1424,4598.494727,4498.314
1425,4487.739648,4462.9995
1426,4594.23418,4468.4277
1427,4455.789964,4458.197
1428,4487.739648,4463.944
1429,4481.3503,4442.462
1430,4604.884075,4531.941
1431,4743.329763,4478.307
1432,4504.778891,4437.432
1433,4534.59683,4484.9087
1434,4364.20293,4501.8955
1435,4634.703486,4609.8315
1436,4506.907692,4524.876
1437,4558.026893,4567.5913
1438,4632.573212,4526.848
1439,4449.400616,4565.1655
1440,4498.388071,4496.42
1441,4626.183864,4569.9526
1442,4306.695853,4475.77
1443,4711.38155,4556.289
1444,4272.617368,4406.761
1445,4611.274895,4464.8984
1446,4472.830679,4406.9746
1447,4419.581205,4489.6914
1448,4430.2311,4534.8145
1449,4536.727103,4538.591
1450,4483.479102,4504.6978
1451,4440.880995,4475.7744
1452,4519.687861,4521.678
1453,4504.778891,4529.185
1454,4613.403696,4474.271
1455,4451.530889,4428.497
1456,4526.077209,4528.654
1457,4545.246725,4516.9106
1458,4492.000195,4493.052
1459,4353.554507,4485.5254
1460,4630.444411,4540.6396
1461,4496.25927,4472.466
1462,4515.428786,4476.7285
1463,4506.907692,4482.715
1464,4477.089754,4521.736
1465,4562.285968,4509.736
1466,4594.23418,4460.352
1467,4481.3503,4452.1416
1468,4526.077209,4518.3687
1469,4509.037966,4561.254
1470,4583.585757,4517.184
1471,4419.581205,4534.3945
1472,4396.152614,4574.775
1473,4621.923317,4566.7544
1474,4549.507272,4508.2607
1475,4673.042518,4516.0356
1476,4364.20293,4443.2554
1477,4400.413161,4516.394
1478,4570.805589,4513.9917
1479,4653.873002,4492.949
1480,4519.687861,4512.0967
1481,4498.388071,4561.9307
1482,4589.975105,4557.4146
1483,4443.011268,4583.1147
1484,4572.935862,4556.2363
1485,4364.20293,4457.2754
1486,4336.515264,4578.5103
1487,4555.89662,4546.885
1488,4419.581205,4515.2637
1489,4332.254718,4475.3115
1490,4494.128996,4527.269
1491,4374.852825,4513.1
1492,4728.419321,4519.9014
1493,4342.904612,4430.01
1494,4568.676788,4523.6177
1495,4385.504192,4453.877
1496,4440.880995,4470.3037
1497,4411.061584,4482.73
1498,4509.037966,4535.6753
1499,4451.530889,4510.809
1500,4460.050511,4487.587
1501,4536.727103,4536.1255
1502,4423.841752,4529.6533
1503,4641.092834,4539.9146
1504,4513.298513,4475.927
1505,4445.141541,4439.967
1506,4477.089754,4472.1587
1507,4483.479102,4495.626
1508,4566.546514,4500.967
1509,4534.59683,4482.446
1510,4391.892067,4479.678
1511,4560.157166,4524.304
1512,4513.298513,4464.9233
1513,4264.097746,4553.852
1514,4545.246725,4536.751
1515,4417.452404,4448.8174
1516,4496.25927,4485.4565
1517,4519.687861,4477.9287
1518,4408.932782,4548.773
1519,4364.20293,4464.7485
1520,4453.661163,4481.3994
1521,4374.852825,4468.521
1522,4423.841752,4499.2104
1523,4355.683308,4450.3545
1524,4498.388071,4464.2964
1525,4400.413161,4416.0293
1526,4536.727103,4473.9336
1527,4336.515264,4402.6465
1528,4583.585757,4479.2393
1529,4504.778891,4389.763
1530,4381.243645,4421.865
1531,4464.311058,4445.318
1532,4481.3503,4462.0425
1533,4483.479102,4539.735
1534,4423.841752,4504.3496
1535,4261.968945,4509.7036
1536,4549.507272,4524.6714
1537,4432.361373,4479.1875
1538,4419.581205,4457.13
1539,4460.050511,4440.1914
1540,4334.384991,4364.0425
1541,4604.884075,4495.5825
1542,4430.2311,4424.763
1543,4449.400616,4483.2124
1544,4381.243645,4444.205
1545,4432.361373,4454.9805
1546,4398.282888,4466.948
1547,4417.452404,4542.0776
1548,4387.632993,4509.727
1549,4396.152614,4449.5474
1550,4598.494727,4468.1978
1551,4357.815054,4457.303
1552,4445.141541,4535.8525
1553,4485.609375,4501.9785
1554,4368.463477,4480.6484
1555,4562.285968,4495.8584
1556,4449.400616,4471.4546
1557,4445.141541,4473.32
1558,4513.298513,4490.2275
1559,4281.136989,4483.6167
1560,4604.884075,4480.1865
1561,4368.463477,4448.5884
1562,4492.000195,4504.5723
1563,4381.243645,4434.4844
1564,4387.632993,4469.6855
1565,4259.8372,4498.5073
1566,4536.727103,4533.174
1567,4487.739648,4459.734
1568,4274.747641,4511.948
1569,4406.802509,4528.072
1570,4474.95948,4480.1606
1571,4572.935862,4508.0874
1572,4421.711478,4400.366
1573,4310.9564,4395.188
1574,4513.298513,4457.5537
1575,4440.880995,4448.0454
1576,4291.786884,4415.21
1577,4370.59375,4461.555
1578,4302.436779,4445.141
1579,4492.000195,4421.245
1580,4368.463477,4393.102
1581,4449.400616,4460.7236
1582,4434.491647,4447.7817
1583,4434.491647,4472.911
1584,4453.661163,4434.4814
1585,4368.463477,4478.5166
1586,4462.180784,4499.9487
1587,4379.113371,4431.3447
1588,4385.504192,4465.4463
1589,4396.152614,4444.1567
1590,4513.298513,4430.52
1591,4421.711478,4430.5635
1592,4534.59683,4431.2217
1593,4315.215475,4387.6987
1594,4474.95948,4468.251
1595,4408.932782,4411.8384
1596,4477.089754,4427.2505
1597,4204.460397,4460.815
1598,4408.932782,4481.9883
1599,4570.805589,4467.9775
1600,4376.98457,4482.521
1601,4438.750721,4534.775
1602,4366.334675,4463.0913
1603,4189.549955,4487.895
1604,4558.026893,4520.3555
1605,4285.397536,4486.473
1606,4389.763266,4535.2188
1607,4323.735096,4488.74
1608,4140.5625,4504.678
1609,4430.2311,4478.8516
1610,4398.282888,4428.5977
1611,4547.376998,4452.028
1612,4249.187305,4379.3184
1613,4481.3503,4415.618
1614,4355.683308,4370.7603
1615,4470.698933,4447.3516
1616,4391.892067,4482.452
1617,4355.683308,4466.0156
1618,4389.763266,4456.781
1619,4466.439859,4495.416
1620,4453.661163,4463.7495
1621,4453.661163,4469.453
1622,4274.747641,4472.72
1623,4440.880995,4460.6265
1624,4366.334675,4468.5054
1625,4432.361373,4469.151
1626,4477.089754,4523.6704
1627,4178.901532,4443.469
1628,4683.692413,4490.6113
1629,4558.026893,4400.1006
1630,4411.061584,4442.8613
1631,4379.113371,4408.945
1632,4379.113371,4402.981
1633,4481.3503,4408.806
1634,4472.830679,4423.6084
1635,4483.479102,4435.8643
1636,4440.880995,4432.3853
1637,4464.311058,4425.371
1638,4391.892067,4477.1167
1639,4534.59683,4512.8013
1640,4406.802509,4483.363
1641,4492.000195,4456.851
1642,4421.711478,4481.028
1643,4391.892067,4472.2236
1644,4396.152614,4454.773
1645,4492.000195,4457.1064
1646,4483.479102,4438.972
1647,4334.384991,4449.2515
1648,4411.061584,4471.9985
1649,4566.546514,4454.373
1650,4506.907692,4466.469
1651,4421.711478,4462.291
1652,4291.786884,4473.7007
1653,4562.285968,4538.6274
1654,4440.880995,4529.292
1655,4398.282888,4499.6523
1656,4357.815054,4455.8438
1657,4336.515264,4440.94
1658,4609.144621,4443.756
1659,4345.034886,4394.5366
1660,4391.892067,4419.0786
1661,4302.436779,4336.946
1662,4445.141541,4481.3784
1663,4434.491647,4414.976
1664,4364.20293,4513.9277
1665,4451.530889,4466.4097
1666,4470.698933,4449.6885
1667,4513.298513,4447.039
1668,4453.661163,4530.5586
1669,4417.452404,4475.231
1670,4451.530889,4532.471
1671,4396.152614,4443.9985
1672,4643.223107,4490.1045
1673,4421.711478,4515.1245
1674,4374.852825,4488.367
1675,4385.504192,4471.156
1676,4253.447852,4420.358
1677,4389.763266,4497.214
1678,4304.56558,4396.036
1679,4434.491647,4482.3374
1680,4302.436779,4360.208
1681,4387.632993,4466.5107
1682,4368.463477,4437.8667
1683,4472.830679,4483.026
1684,4304.56558,4436.493
1685,4285.397536,4432.6973
1686,4364.20293,4424.2944
1687,4400.413161,4418.0767
1688,4587.846304,4456.8364
1689,4432.361373,4348.9033
1690,4398.282888,4425.8394
1691,4572.935862,4366.7666
1692,4349.295433,4376.7075
1693,4398.282888,4374.502
1694,4611.274895,4409.2266
1695,4349.295433,4389.7256
1696,4615.535442,4464.548
1697,4391.892067,4469.1685
1698,4464.311058,4528.727
1699,4449.400616,4495.988
1700,4364.20293,4520.702
1701,4551.637545,4492.4204
1702,4434.491647,4473.717
1703,4438.750721,4504.807
1704,4387.632993,4430.4985
1705,4417.452404,4471.454
1706,4302.436779,4452.48
1707,4494.128996,4518.9956
1708,4502.648618,4470.2305
1709,4428.102299,4424.0
1710,4323.735096,4370.711
1711,4421.711478,4446.6255
1712,4313.086674,4431.1895
1713,4589.975105,4500.0117
1714,4449.400616,4412.8066
1715,4400.413161,4423.991
1716,4502.648618,4456.0327
1717,4464.311058,4421.016
1718,4594.23418,4505.0767
1719,4366.334675,4431.73
1720,4089.444772,4502.263
1721,4551.637545,4549.1763
1722,4396.152614,4501.9907
1723,4477.089754,4501.818
1724,4453.661163,4424.7153
1725,4423.841752,4432.7227
1726,4547.376998,4388.5317
1727,4419.581205,4405.094
1728,4579.326683,4477.632
1729,4370.59375,4464.643
1730,4347.165159,4490.392
1731,4440.880995,4426.9956
1732,4504.778891,4472.4785
1733,4609.144621,4445.8364
1734,4474.95948,4384.941
1735,4538.857377,4431.6987
1736,4464.311058,4432.033
1737,4538.857377,4498.14
1738,4506.907692,4478.4478
1739,4321.606295,4502.889
